,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
854,/players/k/kulboar01.html,Arnoldas Kulboka,2022,2022,F,,6-9,198,"January 4, 1998",0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
855,/players/k/kuminjo01.html,Jonathan Kuminga,2022,2022,F,,6-8,210,"October 6, 2002",2.1,.315,0.7,.556,.505,3.3,6.5,.676,1.8,2.7,67,9.1,,,,,,,,,,,,
856,/players/k/kurucro01.html,Rodions Kurucs,2019,2021,F,,6-9,228,"February 5, 1998",2.3,.329,0.7,.517,.444,2.2,5.0,.739,0.8,1.0,131,6.0,,,,,,,,,,,,
857,/players/k/kurzro01.html,Rob Kurz,2009,2009,F,Notre Dame,6-9,232,"March 5, 1985",1.0,.395,0.4,.447,.389,1.3,3.3,.800,1.0,1.3,40,3.9,1.6,.409,0.7,,6.0,.468,2.8,.810,3.8,3.1,108,9.4
858,/players/k/kutluib01.html,Ibo Kutluay,2005,2005,G,,6-6,200,"July 1, 1974",0.0,,0.0,.000,.000,0.0,0.2,,0.0,0.0,5,0.0,,,,,,,,,,,,
859,/players/k/kuzmaky01.html,Kyle Kuzma,2018,2022,F,Utah,6-9,221,"July 24, 1995",5.5,.339,1.9,.520,.449,5.9,13.1,.723,2.0,2.7,342,15.6,1.8,.302,0.5,,7.7,.506,3.9,.633,2.8,1.8,96,10.1
860,/players/k/kuzmiog01.html,Ognjen Kuzmić,2014,2015,C,,7-1,251,"May 16, 1990",0.0,,0.0,.520,.520,0.4,0.7,.600,0.2,0.4,37,0.9,,,,,,,,,,,,
861,/players/k/kuzmimi01.html,Mindaugas Kuzminskas,2017,2018,F,,6-9,215,"October 19, 1989",2.4,.321,0.8,.499,.426,2.3,5.4,.809,0.8,1.0,69,6.2,,,,,,,,,,,,
862,/players/l/lavinza01.html,Zach LaVine,2015,2022,G-F,UCLA,6-5,200,"March 10, 1995",5.6,.386,2.2,.531,.461,7.1,15.4,.829,3.5,4.2,476,19.8,3.5,.375,1.3,,7.8,.441,3.4,.691,1.8,1.3,37,9.4
863,/players/l/labissk01.html,Skal Labissière,2017,2020,F,Kentucky,6-10,235,"March 18, 1996",0.6,.353,0.2,.509,.492,2.9,5.9,.748,1.2,1.6,148,7.2,0.1,.000,0.0,,5.3,.516,2.7,.661,1.7,1.1,36,6.6
864,/players/l/lafayol01.html,Oliver Lafayette,2010,2010,G,Houston,6-2,190,"May 6, 1984",2.0,.500,1.0,.583,.500,3.0,6.0,,0.0,0.0,1,7.0,7.8,.322,2.5,,13.6,.359,4.9,.725,3.8,2.7,64,15.0
865,/players/l/lamban01.html,Anthony Lamb,2021,2022,F,University of Vermont,6-6,227,"January 20, 1998",2.8,.315,0.9,.479,.383,1.8,4.6,.857,0.7,0.8,26,5.1,3.6,.336,1.2,,12.2,.476,5.8,.783,4.5,3.6,118,16.4
866,/players/l/lambdo01.html,Doron Lamb,2013,2014,G,Kentucky,6-4,210,"November 6, 1991",1.3,.394,0.5,.458,.381,1.2,3.2,.700,0.5,0.7,100,3.5,3.9,.475,1.8,,8.9,.485,4.3,.811,3.2,2.6,78,13.1
867,/players/l/lambje01.html,Jeremy Lamb,2013,2022,G-F,UConn,6-5,180,"May 30, 1992",3.1,.342,1.0,.501,.439,3.7,8.5,.856,1.7,1.9,570,10.1,4.5,.348,1.6,,11.0,.482,5.3,.806,2.4,1.9,75,14.1
868,/players/l/lampema01.html,Maciej Lampe,2004,2006,C,,6-11,275,"February 5, 1985",0.1,.250,0.0,.411,.407,1.5,3.6,.676,0.4,0.6,64,3.4,,,,,,,,,,,,
869,/players/l/lamplse01.html,Sean Lampley,2003,2004,F,California,6-7,227,"September 3, 1979",0.1,.000,0.0,.463,.463,1.5,3.3,.691,1.4,2.1,45,4.5,0.7,.210,0.1,,10.9,.494,5.4,.671,5.3,3.6,123,14.4
870,/players/l/landajo01.html,Jock Landale,2022,2022,C,Saint Mary's,6-11,256,"October 25, 1995",1.6,.337,0.5,.585,.513,1.9,3.7,.838,0.6,0.7,52,4.9,0.2,.276,0.1,,8.3,.625,5.2,.738,3.7,2.7,126,13.2
871,/players/l/landrca01.html,Carl Landry,2008,2016,F,"Vincennes University, Purdue",6-9,248,"September 19, 1983",0.1,.300,0.0,.536,.535,4.1,7.6,.785,2.7,3.4,513,10.8,0.7,.233,0.2,,10.5,.602,6.3,.714,7.9,5.6,64,18.4
872,/players/l/landrma01.html,Marcus Landry,2010,2010,F,Wisconsin,6-7,230,"November 1, 1985",1.6,.321,0.5,.477,.372,0.9,2.4,.600,0.2,0.3,18,2.4,1.5,.361,0.5,,7.2,.490,3.5,.670,2.4,1.6,121,9.2
873,/players/l/langja01.html,James Lang,2007,2007,C,,6-10,285,"October 17, 1983",0.0,,0.0,.444,.444,0.4,0.8,.600,0.3,0.5,11,1.0,,,,,,,,,,,,
874,/players/l/langfke01.html,Keith Langford,2008,2008,G,Kansas,6-4,215,"September 15, 1983",0.0,,0.0,.250,.250,0.5,2.0,,0.0,0.0,2,1.0,2.3,.328,0.8,,10.0,.495,4.9,.649,4.2,2.7,136,13.3
875,/players/l/langfro01.html,Romeo Langford,2020,2022,G,Indiana,6-4,216,"October 25, 1999",1.4,.300,0.4,.459,.399,1.4,3.4,.640,0.5,0.8,96,3.6,3.9,.272,1.1,,12.3,.448,5.5,.722,6.1,4.4,32,16.5
876,/players/l/laproni01.html,Nicolás Laprovíttola,2017,2017,G,,6-4,180,"January 31, 1990",1.5,.370,0.6,.532,.426,1.1,2.6,1.000,0.5,0.5,18,3.3,,,,,,,,,,,,
877,/players/l/larkish01.html,Shane Larkin,2014,2018,G,Miami (FL),5-11,175,"October 2, 1992",1.4,.336,0.5,.468,.422,2.1,5.0,.777,0.8,1.0,256,5.5,4.0,.375,1.5,,8.6,.438,3.8,.808,2.7,2.2,68,11.2
878,/players/l/lasmest01.html,Stéphane Lasme,2008,2008,F,UMass,6-8,215,"December 17, 1982",0.0,,0.0,.451,.451,2.0,4.4,.594,1.2,2.0,16,5.2,0.0,,0.0,,5.4,.595,3.2,.622,3.5,2.2,118,8.6
879,/players/l/lauvejo01.html,Joffrey Lauvergne,2015,2018,C-F,,6-11,220,"September 30, 1991",0.8,.285,0.2,.504,.479,2.3,4.8,.719,0.8,1.0,208,5.6,,,,,,,,,,,,
880,/players/l/lawac01.html,Acie Law,2008,2011,G,Texas A&M,6-3,195,"January 25, 1985",0.6,.235,0.1,.434,.413,1.4,3.4,.778,0.9,1.2,188,3.9,2.6,.357,0.9,,10.6,.466,5.0,.760,3.7,2.8,122,13.7
881,/players/l/lawvi01.html,Vic Law,2020,2020,F,Northwestern,6-7,200,"December 19, 1995",0.9,.143,0.1,.361,.333,0.8,2.3,.333,0.3,0.8,8,1.9,4.2,.368,1.5,,9.6,.402,3.8,.774,3.0,2.3,125,11.5
882,/players/l/lawalga01.html,Gani Lawal,2011,2011,F,Georgia Tech,6-9,234,"November 7, 1988",0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,.000,0.0,,8.2,.548,4.5,.552,5.0,2.8,99,11.8
883,/players/l/lawsoty01.html,Ty Lawson,2010,2017,G,UNC,5-11,195,"November 3, 1987",2.4,.359,0.9,.504,.460,4.5,9.8,.770,2.7,3.6,551,12.7,2.6,.403,1.1,,8.5,.517,4.4,.780,4.1,3.2,105,13.1
884,/players/l/laymaja01.html,Jake Layman,2017,2022,F,Maryland,6-8,209,"March 7, 1994",1.8,.298,0.5,.524,.458,1.9,4.1,.718,0.5,0.7,242,4.8,3.9,.362,1.4,,7.7,.445,3.4,.759,2.6,1.9,141,10.2
885,/players/l/leverca01.html,Caris LeVert,2017,2022,G-F,Michigan,6-6,205,"August 25, 1994",4.2,.334,1.4,.492,.437,5.5,12.6,.736,2.2,3.0,315,14.7,3.2,.401,1.3,,8.2,.434,3.6,.770,2.6,2.0,103,10.4
886,/players/l/leaftj01.html,T.J. Leaf,2018,2021,F,UCLA,6-10,222,"April 30, 1997",0.6,.341,0.2,.529,.492,1.4,2.8,.585,0.3,0.4,146,3.3,1.7,.466,0.8,,10.9,.617,6.7,.679,3.0,2.1,35,16.3
887,/players/l/lecquja01.html,Jalen Lecque,2020,2021,G,,6-4,185,"June 13, 2000",0.6,.000,0.0,.263,.263,0.6,2.1,1.000,0.6,0.6,9,1.7,,,,,,,,,,,,
888,/players/l/ledori01.html,Ricky Ledo,2014,2015,G,,6-7,195,"September 10, 1992",1.3,.371,0.5,.394,.336,1.4,4.0,.769,0.7,0.9,28,3.9,,,,,,,,,,,,
889,/players/l/leeco01.html,Courtney Lee,2009,2020,G,Western Kentucky,6-5,215,"October 3, 1985",2.8,.388,1.1,.518,.451,3.7,8.1,.853,1.2,1.4,811,9.6,4.8,.401,1.9,,13.6,.464,6.3,.817,3.7,3.1,127,17.6
890,/players/l/leeda03.html,Damion Lee,2018,2022,G,"Drexel, Louisville",6-5,210,"October 21, 1992",3.5,.357,1.2,.527,.434,2.9,6.7,.866,1.2,1.4,213,8.3,5.7,.362,2.1,,11.7,.433,5.1,.843,4.6,3.9,125,16.1
891,/players/l/leeda02.html,David Lee,2006,2017,F,Florida,6-9,245,"April 29, 1983",0.0,.034,0.0,.536,.535,5.5,10.3,.772,2.5,3.2,829,13.5,0.0,.000,0.0,,7.4,.581,4.3,.681,4.0,2.8,127,11.3
892,/players/l/leema01.html,Malcolm Lee,2012,2015,G,UCLA,6-5,200,"May 22, 1990",0.9,.294,0.3,.419,.382,1.4,3.8,.703,0.7,1.0,36,3.9,2.7,.278,0.8,,7.5,.441,3.3,.717,3.2,2.3,94,9.7
893,/players/l/leesa01.html,Saben Lee,2021,2022,G,Vanderbilt,6-2,183,"June 23, 1999",1.0,.268,0.3,.460,.431,2.0,4.5,.728,1.3,1.8,83,5.5,2.8,.328,0.9,,9.7,.471,4.6,.718,5.4,3.9,96,13.9
894,/players/l/lemonwa01.html,Walt Lemon Jr.,2018,2019,G,Bradley,6-3,180,"July 26, 1992",0.5,.500,0.3,.451,.437,4.1,9.4,.714,0.9,1.3,11,9.4,2.5,.321,0.8,,10.9,.442,4.8,.719,3.9,2.8,130,13.2
895,/players/l/lenal01.html,Alex Len,2014,2022,C,Maryland,7-0,250,"June 16, 1993",0.6,.329,0.2,.524,.507,3.0,5.8,.683,1.6,2.3,570,7.7,0.2,.111,0.0,,7.0,.538,3.8,.663,3.3,2.2,60,9.7
896,/players/l/leonaka01.html,Kawhi Leonard,2012,2021,F,San Diego State,6-7,225,"June 29, 1991",3.9,.384,1.5,.547,.493,6.9,14.0,.858,3.9,4.5,576,19.2,2.3,.250,0.6,,12.0,.449,5.4,.744,3.7,2.8,70,14.1
897,/players/l/leoname01.html,Meyers Leonard,2013,2021,C-F,Illinois,7-0,260,"February 27, 1992",1.9,.390,0.7,.564,.482,2.1,4.4,.809,0.6,0.7,447,5.6,0.2,.083,0.0,,5.4,.567,3.0,.729,2.2,1.6,65,7.7
898,/players/l/leslitr01.html,Travis Leslie,2012,2012,G,Georgia,6-4,205,"March 29, 1990",0.0,,0.0,.357,.357,0.5,1.4,.444,0.4,0.9,10,1.4,0.6,.333,0.2,,9.6,.482,4.6,.743,3.7,2.7,90,12.2
899,/players/l/leuerjo01.html,Jon Leuer,2012,2019,F,Wisconsin,6-10,228,"May 14, 1989",1.0,.328,0.3,.515,.484,2.6,5.4,.767,0.8,1.1,377,6.4,2.2,.368,0.8,,8.7,.482,4.2,.723,2.7,2.0,123,11.2
900,/players/l/lewiski01.html,Kira Lewis Jr.,2021,2022,G,Alabama,6-1,170,"April 6, 2001",2.3,.298,0.7,.446,.391,2.4,6.2,.841,0.7,0.8,78,6.2,4.7,.362,1.7,,12.5,.447,5.6,.793,3.8,3.0,65,15.9
901,/players/l/lewissc01.html,Scottie Lewis,2022,2022,G,Florida,6-5,189,"March 12, 2000",0.0,,0.0,,,0.0,0.0,.500,0.5,1.0,2,0.5,2.1,.343,0.7,,6.2,.443,2.7,.759,2.7,2.0,51,8.2
902,/players/l/liggide01.html,DeAndre Liggins,2012,2018,G,Kentucky,6-6,209,"March 31, 1988",0.7,.352,0.2,.469,.402,0.7,1.8,.549,0.3,0.5,177,2.0,1.9,.332,0.6,,4.8,.407,1.9,.643,2.0,1.3,100,5.8
903,/players/l/lillada01.html,Damian Lillard,2013,2022,G,Weber State,6-2,195,"July 15, 1990",8.1,.373,3.0,.519,.437,8.1,18.4,.893,5.5,6.2,711,24.6,6.1,.390,2.4,,12.6,.446,5.6,.867,5.8,5.0,104,18.6
904,/players/l/linje01.html,Jeremy Lin,2011,2019,G,Harvard University,6-3,200,"August 23, 1988",2.7,.342,0.9,.485,.433,3.9,9.1,.809,2.8,3.5,480,11.6,2.8,.333,0.9,,9.1,.481,4.4,.733,4.3,3.2,115,12.9
905,/players/l/littlna01.html,Nassir Little,2020,2022,F,UNC,6-5,220,"February 11, 2000",2.1,.317,0.7,.528,.455,2.1,4.6,.727,1.0,1.3,138,5.8,1.4,.269,0.4,,7.6,.478,3.6,.770,2.8,2.1,36,9.8
906,/players/l/liveris01.html,Isaiah Livers,2022,2022,F,Michigan,6-7,230,"July 28, 1998",3.6,.414,1.5,.590,.436,2.1,4.9,.800,0.5,0.6,16,6.3,3.3,.412,1.4,,6.3,.465,2.9,.856,1.3,1.1,119,8.3
907,/players/l/livinsh01.html,Shaun Livingston,2005,2019,G,,6-7,192,"September 11, 1985",0.1,.178,0.0,.488,.486,2.6,5.3,.794,1.1,1.4,833,6.3,,,,,,,,,,,,
908,/players/l/loftoza01.html,Zach Lofton,2019,2019,G,"Illinois State, Texas Southern, New Mexico State",6-4,180,"November 18, 1992",1.0,.000,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,5.3,.322,1.7,,12.5,.413,5.2,.777,5.3,4.1,99,16.2
909,/players/l/longsh01.html,Shawn Long,2017,2017,C-F,Louisiana,6-9,255,"January 29, 1993",1.1,.368,0.4,.592,.560,3.4,6.1,.543,1.1,1.9,18,8.2,2.4,.341,0.8,,12.8,.503,6.5,.676,5.3,3.6,135,17.3
910,/players/l/looneke01.html,Kevon Looney,2016,2022,F-C,UCLA,6-9,222,"February 6, 1996",0.2,.172,0.0,.571,.567,2.0,3.5,.606,0.7,1.1,364,4.7,1.5,.415,0.6,,8.9,.470,4.2,.626,4.1,2.6,36,11.6
911,/players/l/lopezbr01.html,Brook Lopez,2009,2022,C,Stanford,7-0,282,"April 1, 1988",2.2,.340,0.7,.523,.494,6.3,12.7,.796,3.1,3.9,865,16.4,0.4,.143,0.1,,12.7,.480,6.1,.764,4.9,3.7,53,16.0
912,/players/l/lopezra01.html,Raül López,2004,2005,G,,6-1,170,"April 15, 1980",1.2,.346,0.4,.464,.429,2.5,5.8,.853,1.1,1.3,113,6.5,,,,,,,,,,,,
913,/players/l/lopezro01.html,Robin Lopez,2009,2022,C,Stanford,7-0,281,"April 1, 1988",0.2,.296,0.1,.541,.537,3.7,6.8,.742,1.4,1.8,936,8.7,0.0,.500,0.0,,6.9,.511,3.5,.612,3.1,1.9,67,9.0
914,/players/l/louzama01.html,Didi Louzada,2021,2022,G,,6-5,188,"February 7, 1999",2.4,.263,0.6,.352,.259,0.9,3.4,,0.0,0.0,8,2.4,,,,,,,,,,,,
915,/players/l/loveke01.html,Kevin Love,2009,2022,F,UCLA,6-8,251,"September 7, 1988",4.8,.372,1.8,.509,.440,5.8,13.2,.829,4.2,5.1,809,17.6,2.1,.354,0.7,,10.4,.559,5.8,.767,6.6,5.1,39,17.5
916,/players/l/lowryky01.html,Kyle Lowry,2007,2022,G,Villanova,6-0,196,"March 25, 1986",5.2,.368,1.9,.511,.424,4.7,11.2,.814,3.4,4.1,1022,14.8,0.7,.325,0.2,,7.1,.449,3.2,.737,4.0,2.9,57,9.5
917,/players/l/loydjo01.html,Jordan Loyd,2019,2019,G,"Furman University, University of Indianapolis",6-4,210,"July 27, 1993",0.7,.500,0.3,.556,.444,0.7,1.5,.818,0.8,0.9,12,2.4,1.9,.259,0.5,,5.4,.367,2.0,.661,2.2,1.5,28,5.9
918,/players/l/lucaska01.html,Kalin Lucas,2015,2019,G,Michigan State,6-1,195,"May 24, 1989",0.5,.000,0.0,.000,.000,0.0,1.0,1.000,1.0,1.0,2,1.0,2.8,.377,1.1,,11.2,.425,4.8,.796,4.5,3.6,141,14.2
919,/players/l/lucasjo02.html,John Lucas III,2006,2017,G,"Baylor, Oklahoma State",5-11,166,"November 21, 1982",2.0,.344,0.7,.452,.383,1.9,4.9,.768,0.3,0.4,242,4.7,5.8,.383,2.2,,11.9,.445,5.3,.869,2.4,2.1,126,14.9
920,/players/l/luwawti01.html,Timothé Luwawu-Cabarrot,2017,2022,F,,6-7,220,"May 9, 1995",2.9,.336,1.0,.488,.391,2.0,5.1,.832,1.0,1.2,325,5.9,,,,,,,,,,,,
921,/players/l/lydonty01.html,Tyler Lydon,2018,2019,F,Syracuse,6-10,225,"April 9, 1996",0.4,.400,0.2,.611,.500,0.3,0.7,.333,0.0,0.1,26,0.9,3.5,.400,1.4,,8.2,.476,3.9,.809,2.9,2.4,71,11.6
922,/players/l/lylestr01.html,Trey Lyles,2016,2022,F,Kentucky,6-9,234,"November 5, 1995",2.6,.338,0.9,.508,.440,2.9,6.5,.738,1.2,1.6,446,7.8,0.8,.138,0.1,,6.7,.488,3.3,.735,2.8,2.1,36,8.7
923,/players/m/mcclesh01.html,Sheldon Mac,2017,2017,G,Miami (FL),6-5,200,"December 21, 1992",1.0,.233,0.2,.447,.400,1.0,2.5,.852,0.8,0.9,30,3.0,3.7,.340,1.3,,9.9,.455,4.5,.818,4.5,3.7,141,13.9
924,/players/m/machasc01.html,Scott Machado,2013,2019,G,Iona College,6-1,205,"June 8, 1990",0.2,.500,0.1,.625,.583,0.7,1.2,1.000,0.3,0.3,10,1.8,2.7,.342,0.9,,9.3,.429,4.0,.740,4.4,3.3,132,12.2
925,/players/m/macijar01.html,Arvydas Macijauskas,2006,2006,G,,6-4,214,"January 19, 1980",0.6,.250,0.2,.378,.341,0.7,2.2,.867,0.7,0.8,19,2.3,,,,,,,,,,,,
926,/players/m/macksh01.html,Shelvin Mack,2012,2019,G,Butler,6-3,203,"April 22, 1990",2.0,.330,0.7,.478,.423,2.6,6.0,.731,0.8,1.1,456,6.6,5.6,.357,2.0,,11.4,.419,4.8,.755,3.4,2.6,108,14.1
927,/players/m/macklve01.html,Vernon Macklin,2012,2012,F,"Georgetown, Florida",6-10,227,"September 20, 1986",0.0,,0.0,.543,.543,0.8,1.5,.571,0.3,0.6,23,2.0,0.0,.000,0.0,,5.3,.610,3.2,.455,1.9,0.8,136,7.3
928,/players/m/maconda01.html,Daryl Macon,2019,2020,G,Arkansas,6-2,185,"November 29, 1995",1.1,.462,0.5,.467,.367,0.9,2.5,.571,0.3,0.6,12,2.7,5.2,.405,2.1,,9.9,.450,4.4,.871,4.7,4.1,71,15.1
929,/players/m/macurjp01.html,J.P. Macura,2019,2020,G,Xavier,6-5,203,"June 5, 1995",1.3,.000,0.0,.333,.333,1.0,3.0,,0.0,0.0,3,2.0,3.7,.352,1.3,,7.8,.448,3.5,.798,2.8,2.3,141,10.6
930,/players/m/maddoti01.html,Tito Maddox,2003,2003,G,Fresno State,6-4,190,"June 7, 1981",0.3,.000,0.0,.250,.250,0.3,1.3,.625,0.6,0.9,9,1.2,2.8,.286,0.8,,11.2,.391,4.4,.703,5.5,3.9,25,13.5
931,/players/m/magetjo01.html,Josh Magette,2018,2020,G,Alabama-Huntsville,6-1,160,"November 28, 1989",1.0,.346,0.3,.402,.328,0.8,2.3,.900,0.3,0.4,26,2.2,,,,,,,,,,,,
932,/players/m/magnawi01.html,Will Magnay,2021,2021,C,Tulsa,6-10,234,"June 10, 1998",1.0,.000,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,0.0,.000,0.0,,2.6,.578,1.5,.571,1.5,0.9,32,3.9
933,/players/m/mahinia01.html,Ian Mahinmi,2008,2020,C,,6-11,262,"November 5, 1986",0.1,.160,0.0,.535,.533,1.9,3.6,.612,1.3,2.1,618,5.2,,,,,,,,,,,,
934,/players/m/majorre01.html,Renaldo Major,2007,2007,F,"South Plains College, Fresno State",6-7,200,"May 7, 1982",0.0,,0.0,.200,.200,2.0,10.0,.500,1.0,2.0,1,5.0,1.6,.424,0.7,,7.3,.477,3.5,.795,3.2,2.6,41,10.2
935,/players/m/makerth01.html,Thon Maker,2017,2021,F-C,,7-0,221,"February 25, 1997",1.5,.327,0.5,.502,.435,1.6,3.7,.680,0.9,1.3,263,4.6,,,,,,,,,,,,
936,/players/m/maledth01.html,Théo Maledon,2021,2022,G,,6-4,175,"June 12, 2001",4.0,.322,1.3,.451,.371,3.0,8.0,.766,1.6,2.0,116,8.8,,,,,,,,,,,,
937,/players/m/mamuksa01.html,Sandro Mamukelashvili,2022,2022,F,Seton Hall,6-11,240,"May 23, 1999",1.2,.422,0.5,.580,.479,1.2,2.5,.750,0.3,0.4,38,3.2,2.6,.339,0.9,,7.6,.459,3.5,.663,2.6,1.7,115,9.6
938,/players/m/maneka01.html,Karim Mané,2021,2021,G,Vanier College,6-3,190,"May 16, 2000",0.2,.500,0.1,.269,.231,0.3,1.3,.800,0.4,0.5,10,1.1,,,,,,,,,,,,
939,/players/m/mannte01.html,Terance Mann,2020,2022,G-F,Florida State,6-5,215,"October 18, 1996",1.7,.377,0.6,.545,.491,2.9,5.9,.786,1.2,1.5,186,7.6,1.2,.327,0.4,,6.5,.552,3.6,.670,2.8,1.8,140,9.4
940,/players/m/manntr01.html,Tre Mann,2022,2022,G,Florida,6-3,178,"February 3, 2001",4.5,.360,1.6,.476,.393,3.9,9.8,.793,1.1,1.4,60,10.4,3.6,.349,1.3,,8.5,.422,3.6,.788,2.2,1.8,53,10.2
941,/players/m/mannini01.html,Nico Mannion,2021,2021,G,Arizona,6-2,190,"March 14, 2001",2.0,.367,0.7,.439,.342,1.3,3.8,.821,0.8,0.9,30,4.1,5.1,.327,1.7,,11.5,.392,4.5,.797,4.2,3.3,32,14.0
942,/players/m/marblde01.html,Devyn Marble,2015,2016,G-F,Iowa,6-6,200,"September 21, 1992",1.2,.222,0.3,.357,.304,0.8,2.6,.375,0.3,0.9,44,2.2,2.9,.338,1.0,,10.0,.415,4.1,.726,4.4,3.2,136,12.5
943,/players/m/marjabo01.html,Boban Marjanović,2016,2022,C,,7-3,290,"August 15, 1988",0.1,.263,0.0,.579,.574,2.2,3.9,.765,1.4,1.8,284,5.9,,,,,,,,,,,,
944,/players/m/markkla01.html,Lauri Markkanen,2018,2022,F-C,Arizona,7-0,240,"May 22, 1997",6.1,.363,2.2,.529,.440,5.4,12.3,.848,2.3,2.7,279,15.3,4.4,.423,1.9,,10.2,.492,5.0,.835,4.4,3.7,37,15.6
945,/players/m/markoda01.html,Damir Markota,2007,2007,C,,6-10,225,"December 26, 1985",0.5,.375,0.2,.423,.365,0.6,1.7,.636,0.2,0.4,30,1.7,,,,,,,,,,,,
946,/players/m/marshke01.html,Kendall Marshall,2013,2016,G,UNC,6-4,200,"August 19, 1991",2.2,.370,0.8,.480,.399,2.0,4.9,.611,0.3,0.5,160,5.0,1.8,.366,0.7,,5.6,.446,2.5,.693,2.2,1.5,73,7.2
947,/players/m/marshna01.html,Naji Marshall,2021,2022,F,Xavier,6-7,220,"January 24, 1998",2.2,.275,0.6,.454,.399,2.2,5.5,.750,1.4,1.9,83,6.4,3.7,.289,1.1,,10.4,.439,4.6,.725,3.7,2.7,99,12.9
948,/players/m/marshra01.html,Rawle Marshall,2006,2007,G-F,"Ball State University, Oakland",6-9,190,"February 20, 1982",0.3,.238,0.1,.393,.376,0.9,2.4,.716,0.8,1.2,63,2.7,3.4,.311,1.0,,12.7,.445,5.6,.727,5.8,4.2,103,16.5
949,/players/m/martica02.html,Caleb Martin,2020,2022,F,"NC State, Nevada",6-5,205,"September 28, 1995",2.4,.358,0.9,.530,.454,2.6,5.7,.726,1.0,1.4,129,7.0,6.2,.359,2.2,,10.5,.414,4.4,.725,3.6,2.6,139,13.6
950,/players/m/martica01.html,Cartier Martin,2009,2015,F,Kansas State,6-7,220,"November 20, 1984",2.4,.372,0.9,.491,.392,1.8,4.5,.729,0.6,0.9,243,5.1,4.0,.399,1.6,,10.1,.458,4.6,.780,3.8,2.9,112,13.8
951,/players/m/martico01.html,Cody Martin,2020,2022,G-F,"NC State, Nevada",6-5,205,"September 28, 1995",1.7,.322,0.6,.513,.455,2.2,4.8,.656,0.8,1.3,167,5.7,1.3,.325,0.4,,7.4,.501,3.7,.689,2.7,1.9,122,9.7
952,/players/m/martija01.html,Jarell Martin,2016,2019,F,LSU,6-10,239,"May 24, 1994",1.0,.346,0.3,.470,.434,2.0,4.7,.766,1.0,1.3,184,5.4,2.0,.308,0.6,,10.1,.494,5.0,.689,4.5,3.1,65,13.7
953,/players/m/martije02.html,Jeremiah Martin,2020,2021,G,Memphis,6-3,185,"June 19, 1996",1.7,.267,0.4,.430,.384,1.8,4.8,.632,0.7,1.1,18,4.8,3.6,.325,1.2,,9.5,.441,4.2,.745,4.8,3.6,124,13.1
954,/players/m/martike03.html,Kelan Martin,2020,2022,F,Butler,6-5,230,"August 3, 1995",2.4,.307,0.7,.487,.414,2.1,5.1,.889,0.5,0.6,96,5.5,4.7,.348,1.6,,12.0,.437,5.2,.786,3.7,2.9,136,15.1
955,/players/m/martike04.html,Kenyon Martin Jr.,2021,2022,F,,6-6,215,"January 6, 2001",2.1,.369,0.8,.584,.527,3.6,6.8,.667,1.1,1.7,121,9.0,,,,,,,,,,,,
956,/players/m/martike02.html,Kevin Martin,2005,2016,G,Western Carolina University,6-7,199,"February 1, 1983",4.2,.384,1.6,.502,.437,5.4,12.3,.870,5.0,5.7,714,17.4,6.4,.346,2.2,,15.5,.462,7.2,.841,8.0,6.8,79,23.3
957,/players/m/masonfr01.html,Frank Mason III,2018,2021,G,Kansas,5-11,190,"April 3, 1994",1.7,.301,0.5,.438,.396,2.4,6.1,.755,1.4,1.9,103,6.7,3.0,.420,1.3,,9.2,.454,4.2,.761,4.4,3.3,145,13.0
958,/players/m/masonro01.html,Roger Mason,2003,2014,G,Virginia,6-5,200,"September 10, 1980",3.0,.383,1.1,.509,.408,2.3,5.7,.866,0.6,0.7,518,6.3,4.1,.375,1.5,,10.0,.436,4.4,.869,4.1,3.6,89,13.8
959,/players/m/matenya01.html,Yante Maten,2019,2019,F,Georgia,6-8,240,"August 14, 1996",0.5,.000,0.0,.250,.250,0.5,2.0,,0.0,0.0,2,1.0,1.1,.403,0.5,,10.6,.483,5.1,.755,5.4,4.0,128,14.7
960,/players/m/mathega01.html,Garrison Mathews,2020,2022,G,Lipscomb,6-5,215,"October 24, 1996",4.3,.372,1.6,.560,.404,2.1,5.1,.839,1.7,2.1,144,7.5,7.2,.374,2.7,,12.6,.446,5.6,.789,5.8,4.5,134,18.5
961,/players/m/mathima01.html,Mangok Mathiang,2018,2018,C-F,Louisville,6-10,230,"October 8, 1992",0.0,,0.0,.571,.571,1.0,1.8,.000,0.0,0.3,4,2.0,0.0,,0.0,,3.6,.506,1.8,.599,1.9,1.2,114,4.8
