,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
321,/players/c/crittja01.html,Javaris Crittenton,2008,2009,G,Georgia Tech,6-5,200,"December 31, 1987",0.5,.231,0.1,.454,.442,2.0,4.6,.638,1.1,1.7,113,5.3,3.2,.356,1.1,,11.0,.450,4.9,.783,4.3,3.4,32,14.4
322,/players/c/crowdja01.html,Jae Crowder,2013,2022,F,Marquette,6-6,235,"July 6, 1990",4.5,.347,1.6,.516,.418,3.3,7.9,.778,1.4,1.9,733,9.6,4.1,.350,1.4,,10.6,.492,5.2,.683,4.0,2.7,72,14.6
323,/players/c/culveja01.html,Jarrett Culver,2020,2022,G,Texas Tech,6-6,195,"February 20, 1999",2.4,.283,0.7,.455,.403,2.6,6.4,.500,0.7,1.5,133,6.6,4.1,.341,1.4,,11.6,.459,5.3,.687,4.2,2.9,75,14.9
324,/players/c/cumbeja01.html,Jarron Cumberland,2022,2022,G,Cincinnati,6-5,205,"September 22, 1997",0.3,.000,0.0,.500,.500,0.3,0.7,,0.0,0.0,3,0.7,4.8,.352,1.7,,10.2,.414,4.2,.730,4.5,3.3,133,13.4
325,/players/c/cunnica01.html,Cade Cunningham,2022,2022,G,Oklahoma State,6-6,220,"September 25, 2001",5.7,.319,1.8,.475,.419,6.7,16.0,.839,2.1,2.5,62,17.3,5.7,.400,2.3,,14.8,.438,6.5,.846,5.8,4.9,27,20.1
326,/players/c/cunnida01.html,Dante Cunningham,2010,2019,F,Villanova,6-8,230,"April 22, 1987",0.9,.345,0.3,.498,.469,2.5,5.3,.649,0.5,0.8,715,5.8,0.0,.333,0.0,,7.1,.524,3.7,.693,3.2,2.2,139,9.6
327,/players/c/cunnija01.html,Jared Cunningham,2013,2016,G,Oregon State,6-4,195,"May 22, 1991",0.7,.306,0.2,.402,.347,0.7,2.1,.674,0.7,1.0,84,2.3,2.5,.344,0.9,,8.5,.455,3.9,.754,5.8,4.4,98,13.0
328,/players/c/curryja01.html,JamesOn Curry,2010,2010,G,Oklahoma State,6-3,190,"January 7, 1986",0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,4.8,.404,2.0,,10.7,.437,4.7,.758,2.9,2.2,101,13.5
329,/players/c/curryse01.html,Seth Curry,2014,2022,G,"Liberty, Duke",6-2,185,"August 23, 1990",4.4,.440,1.9,.588,.476,4.1,8.7,.856,1.1,1.3,375,11.2,5.9,.394,2.3,,11.2,.431,4.8,.827,3.5,2.9,141,14.9
330,/players/c/curryst01.html,Stephen Curry,2010,2022,G,Davidson,6-2,185,"March 14, 1988",8.8,.428,3.8,.581,.473,8.3,17.6,.908,3.9,4.3,826,24.3,9.7,.412,4.0,,17.9,.467,8.4,.876,5.3,4.6,104,25.3
331,/players/d/danieer01.html,Erik Daniels,2005,2005,F,Kentucky,6-8,214,"April 1, 1982",0.1,.500,0.0,.361,.333,0.3,0.9,,0.0,0.0,21,0.6,0.6,.260,0.1,,6.3,.559,3.5,.611,1.8,1.1,127,8.3
332,/players/d/daniema01.html,Marquis Daniels,2004,2013,G-F,Auburn,6-6,200,"January 7, 1981",0.8,.235,0.2,.464,.451,3.2,7.2,.721,1.2,1.7,548,7.9,2.0,.296,0.6,,10.8,.496,5.4,.646,3.8,2.4,111,13.8
333,/players/d/danietr01.html,Troy Daniels,2014,2020,G,VCU,6-4,200,"July 15, 1991",4.1,.395,1.6,.546,.401,2.3,5.6,.799,0.4,0.5,339,6.6,5.2,.386,2.0,,6.1,.389,2.4,.782,0.7,0.5,125,7.3
334,/players/d/darlina01.html,Nate Darling,2021,2021,G,"UAB, University of Delaware",6-6,200,"August 30, 1998",1.0,.286,0.3,.429,.286,0.3,1.0,1.000,0.4,0.4,7,1.3,4.8,.408,2.0,,8.3,.459,3.8,.841,2.2,1.8,95,11.4
335,/players/d/datomlu01.html,Gigi Datome,2014,2015,F,,6-8,215,"November 27, 1987",1.4,.316,0.5,.481,.414,1.4,3.4,.818,0.2,0.2,55,3.4,,,,,,,,,,,,
336,/players/d/davidje01.html,Jermareo Davidson,2008,2009,F,Alabama,6-10,230,"November 15, 1984",0.0,,0.0,.425,.425,1.3,3.1,.578,0.5,0.9,52,3.1,0.2,.211,0.0,,8.1,.467,3.8,.717,3.5,2.5,126,10.1
337,/players/d/daviebr01.html,Brandon Davies,2014,2015,F,BYU,6-10,240,"July 25, 1991",0.6,.227,0.1,.430,.411,1.4,3.4,.644,0.7,1.2,78,3.7,0.1,.333,0.0,,8.6,.522,4.5,.660,5.1,3.4,135,12.4
338,/players/d/davisan02.html,Anthony Davis,2013,2022,F-C,Kentucky,6-10,253,"March 11, 1993",1.6,.304,0.5,.529,.515,8.9,17.3,.794,5.6,7.0,603,23.8,0.5,.150,0.1,,8.4,.623,5.3,.709,5.1,3.6,40,14.2
339,/players/d/davisde01.html,Deyonta Davis,2017,2019,C-F,Michigan State,6-11,237,"December 2, 1996",0.0,.000,0.0,.599,.599,1.9,3.1,.635,0.5,0.8,107,4.2,0.0,,0.0,,5.7,.598,3.4,.605,1.1,0.7,35,7.5
340,/players/d/davised01.html,Ed Davis,2011,2022,F,UNC,6-9,218,"June 5, 1989",0.0,.000,0.0,.567,.567,2.5,4.3,.583,1.0,1.8,721,6.0,0.0,,0.0,,6.3,.548,3.4,.623,3.7,2.3,61,9.2
341,/players/d/davisgl01.html,Glen Davis,2008,2015,F-C,LSU,6-9,289,"January 1, 1986",0.1,.182,0.0,.448,.447,3.1,7.0,.700,1.7,2.4,514,8.0,0.9,.310,0.3,,12.0,.496,6.0,.694,6.5,4.5,95,16.7
342,/players/d/davisjo02.html,Josh Davis,2004,2012,F,Wyoming,6-8,235,"August 10, 1980",1.0,.329,0.3,.450,.373,0.8,2.2,.724,0.3,0.4,67,2.3,1.9,.278,0.5,,9.5,.497,4.7,.642,3.3,2.1,119,12.1
343,/players/d/davispa01.html,Paul Davis,2007,2010,C,Michigan State,6-11,270,"July 21, 1984",0.0,.000,0.0,.402,.402,1.1,2.7,.732,0.5,0.7,82,2.6,0.4,.271,0.1,,8.8,.538,4.7,.763,4.8,3.7,130,13.2
344,/players/d/daviste02.html,Terence Davis,2020,2022,G,Ole Miss,6-4,201,"May 16, 1997",4.0,.366,1.5,.541,.437,3.1,7.1,.835,0.8,1.0,163,8.5,4.3,.339,1.5,,10.2,.445,4.5,.717,2.7,2.0,121,12.5
345,/players/d/davisty01.html,Tyler Davis,2019,2019,C,Texas A&M,6-10,266,"May 22, 1997",0.0,,0.0,.000,.000,0.0,1.0,,0.0,0.0,1,0.0,0.3,.269,0.1,,8.3,.614,5.1,.646,4.7,3.1,102,13.4
346,/players/d/dawkian01.html,Andre Dawkins,2015,2015,G,Duke,6-5,215,"September 19, 1991",1.5,.167,0.3,.250,.167,0.3,1.5,,0.0,0.0,4,0.8,4.0,.407,1.6,,5.4,.433,2.3,.769,1.1,0.9,142,7.1
347,/players/d/dawsobr01.html,Branden Dawson,2016,2016,F,Michigan State,6-6,225,"February 1, 1993",0.0,,0.0,.400,.400,0.3,0.8,1.000,0.2,0.2,6,0.8,0.1,.000,0.0,,7.8,.559,4.4,.558,2.4,1.4,130,10.1
348,/players/d/dawsoer01.html,Eric Dawson,2012,2012,F,Midwestern State University,6-9,250,"July 7, 1984",0.0,,0.0,.583,.583,1.8,3.0,.500,0.3,0.5,4,3.8,,,,,,,,,,,,
349,/players/d/dayeau01.html,Austin Daye,2010,2015,F,Gonzaga,6-11,220,"June 5, 1988",1.8,.351,0.6,.469,.402,1.9,4.8,.778,0.7,0.9,293,5.2,2.2,.422,0.9,,8.6,.477,4.1,.790,3.1,2.5,67,11.6
350,/players/d/decolna01.html,Nando De Colo,2013,2014,G,,6-5,200,"June 23, 1987",1.1,.363,0.4,.491,.429,1.4,3.3,.835,0.6,0.7,119,3.8,,,,,,,,,,,,
351,/players/d/delauja01.html,Javin DeLaurier,2022,2022,F,Duke,6-10,237,"April 7, 1998",0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,0.1,.125,0.0,,2.1,.658,1.4,.580,1.1,0.7,114,3.4
352,/players/d/derozde01.html,DeMar DeRozan,2010,2022,G-F,USC,6-6,220,"August 7, 1989",1.5,.288,0.4,.478,.464,7.4,16.0,.837,5.4,6.5,954,20.8,1.0,.167,0.2,,10.5,.523,5.5,.646,4.2,2.7,35,13.9
353,/players/d/deckga01.html,Gabriel Deck,2021,2022,F,,6-8,232,"February 8, 1995",1.1,.211,0.2,.519,.494,2.4,4.8,.818,1.1,1.3,17,6.0,,,,,,,,,,,,
354,/players/d/dedmode01.html,Dewayne Dedmon,2014,2022,C,USC,7-0,245,"August 12, 1989",1.1,.338,0.4,.566,.527,2.5,4.8,.736,1.0,1.3,476,6.4,0.1,.000,0.0,,5.8,.520,3.0,.614,1.7,1.1,51,7.1
355,/players/d/dejeabr01.html,Bryce Dejean-Jones,2016,2016,G,"USC, UNLV, Iowa State",6-6,209,"August 21, 1992",2.3,.375,0.9,.493,.406,2.0,4.9,.524,0.8,1.5,14,5.6,3.1,.336,1.0,,8.8,.429,3.8,.684,3.3,2.3,117,10.8
356,/players/d/dekkesa01.html,Sam Dekker,2016,2022,F,Wisconsin,6-9,230,"May 6, 1994",1.5,.288,0.4,.525,.478,2.2,4.7,.606,0.5,0.8,201,5.4,3.6,.348,1.3,,9.0,.493,4.4,.695,2.8,2.0,113,12.1
357,/players/d/delanma01.html,Malcolm Delaney,2017,2018,G,Virginia Tech,6-3,190,"March 11, 1989",1.8,.308,0.6,.431,.377,2.0,5.3,.805,1.2,1.5,127,5.7,5.3,.363,1.9,,11.7,.401,4.7,.845,6.3,5.3,136,16.6
358,/players/d/delfica01.html,Carlos Delfino,2005,2013,G,,6-6,230,"August 29, 1982",3.7,.365,1.3,.494,.401,2.9,7.2,.758,1.0,1.3,507,8.1,,,,,,,,,,,,
359,/players/d/delgaan01.html,Ángel Delgado,2019,2019,C,Seton Hall,6-10,245,"November 20, 1994",0.0,,0.0,.200,.200,0.5,2.5,.500,0.5,1.0,2,1.5,0.0,.000,0.0,,9.1,.538,4.9,.539,4.3,2.3,132,12.1
360,/players/d/dellama01.html,Matthew Dellavedova,2014,2021,G,Saint Mary's,6-3,200,"September 8, 1990",2.5,.364,0.9,.474,.386,2.0,5.1,.840,0.7,0.8,447,5.5,5.6,.378,2.1,,10.5,.415,4.3,.860,4.0,3.4,136,14.2
361,/players/d/denglu01.html,Luol Deng,2005,2019,F,Duke,6-9,237,"April 16, 1985",2.2,.332,0.7,.485,.456,5.7,12.5,.769,2.7,3.5,902,14.8,3.0,.360,1.1,,11.9,.476,5.7,.710,3.7,2.6,37,15.1
362,/players/d/dentmju01.html,Justin Dentmon,2012,2013,G,Washington,5-11,185,"September 5, 1985",1.8,.143,0.3,.367,.333,1.3,3.8,.667,0.5,0.8,8,3.3,2.9,.349,1.0,,8.0,.428,3.4,.789,3.6,2.8,133,10.7
363,/players/d/derrima01.html,Marcus Derrickson,2019,2019,F,Georgetown,6-7,249,"February 1, 1996",1.8,.500,0.9,.636,.485,1.5,3.0,.800,0.4,0.5,11,4.2,3.3,.397,1.3,,7.2,.459,3.3,.856,2.8,2.4,89,10.3
364,/players/d/divindo01.html,Donte DiVincenzo,2019,2022,G,Villanova,6-4,203,"January 31, 1997",4.4,.345,1.5,.514,.416,3.2,7.8,.770,0.9,1.2,198,9.0,4.0,.378,1.5,,7.6,.469,3.6,.705,2.2,1.6,85,10.2
365,/players/d/diakima01.html,Mamadi Diakite,2021,2022,F,Virginia,6-9,228,"January 21, 1997",0.5,.077,0.0,.477,.471,1.5,3.2,.680,0.6,0.9,27,3.7,0.6,.337,0.2,,5.6,.524,3.0,.720,1.8,1.3,134,7.4
366,/players/d/diallch01.html,Cheick Diallo,2017,2022,F,Kansas,6-8,219,"September 13, 1996",0.0,.286,0.0,.597,.596,2.2,3.7,.774,0.8,1.1,183,5.2,0.0,,0.0,,2.1,.569,1.2,.556,1.0,0.6,27,3.0
367,/players/d/diallha01.html,Hamidou Diallo,2019,2022,G,Kentucky,6-5,202,"July 31, 1998",1.2,.277,0.3,.499,.475,3.3,7.0,.634,1.4,2.2,207,8.4,2.1,.338,0.7,,8.5,.428,3.6,.616,3.4,2.1,37,10.0
368,/players/d/diawbo01.html,Boris Diaw,2004,2017,F-C,,6-8,250,"April 16, 1982",1.3,.336,0.4,.524,.493,3.6,7.2,.717,1.0,1.4,1064,8.6,,,,,,,,,,,,
369,/players/d/diawaya01.html,Yakhouba Diawara,2007,2010,G-F,Pepperdine,6-7,225,"August 29, 1982",2.2,.301,0.7,.450,.357,1.2,3.5,.650,0.4,0.6,187,3.5,2.2,.343,0.8,,11.9,.456,5.4,.650,5.9,3.8,45,15.5
370,/players/d/diazgu01.html,Guillermo Díaz,2008,2008,G,Miami (FL),6-2,192,"March 4, 1985",0.2,.000,0.0,.250,.250,0.2,0.7,.600,0.5,0.8,6,0.8,4.9,.380,1.9,,12.4,.448,5.5,.740,3.9,2.9,93,15.9
371,/players/d/dickada01.html,Dan Dickau,2003,2008,G,"Washington, Gonzaga",6-0,190,"September 16, 1978",1.8,.341,0.6,.460,.401,2.0,5.1,.831,1.2,1.4,300,5.8,4.8,.462,2.2,,8.7,.451,3.9,.854,3.8,3.3,97,13.3
372,/players/d/dickeka01.html,Kaniel Dickens,2004,2008,F,"Tyler Junior College, Idaho",6-8,215,"July 21, 1978",0.5,.333,0.2,.475,.400,0.4,1.1,.750,0.2,0.2,19,1.2,0.7,.351,0.2,,6.9,.483,3.3,.630,3.8,2.4,55,9.3
373,/players/d/dienetr01.html,Travis Diener,2006,2010,G,Marquette,6-1,175,"March 1, 1982",2.6,.353,0.9,.495,.388,1.7,4.3,.847,0.5,0.6,179,4.8,5.7,.413,2.4,,10.2,.416,4.3,.837,3.8,3.2,120,14.1
374,/players/d/dienggo01.html,Gorgui Dieng,2014,2022,C,Louisville,6-10,252,"January 18, 1990",0.8,.368,0.3,.526,.500,2.8,5.7,.791,1.5,1.9,596,7.5,0.0,.333,0.0,,6.1,.545,3.3,.640,2.7,1.7,102,8.3
375,/players/d/dinwisp01.html,Spencer Dinwiddie,2015,2022,G,Colorado,6-5,215,"April 6, 1993",4.4,.321,1.4,.480,.411,4.2,10.3,.791,3.2,4.0,384,13.0,3.5,.386,1.3,,8.0,.420,3.4,.830,5.9,4.9,86,13.0
376,/players/d/dioguik01.html,Ike Diogu,2006,2012,F,Arizona State,6-8,250,"September 11, 1983",0.0,.500,0.0,.510,.509,2.2,4.3,.786,1.6,2.1,225,6.0,1.2,.387,0.5,,11.9,.571,6.8,.786,9.4,7.4,91,21.4
377,/players/d/dixonju01.html,Juan Dixon,2003,2009,G,Maryland,6-3,164,"October 9, 1978",2.2,.341,0.8,.461,.413,3.2,7.8,.833,1.3,1.5,436,8.4,4.4,.389,1.7,,12.1,.468,5.7,.850,3.6,3.0,141,16.1
378,/players/d/doncilu01.html,Luka Dončić,2019,2022,G-F,,6-7,230,"February 28, 1999",8.2,.337,2.8,.527,.457,9.0,19.7,.737,5.6,7.6,261,26.3,,,,,,,,,,,,
379,/players/d/dorsejo01.html,Joey Dorsey,2009,2015,F,Memphis,6-8,268,"December 16, 1983",0.0,.000,0.0,.534,.534,1.1,2.0,.375,0.5,1.2,130,2.6,0.0,,0.0,,4.4,.614,2.7,.420,3.1,1.3,149,6.7
380,/players/d/dorsety01.html,Tyler Dorsey,2018,2019,G,Oregon,6-5,183,"February 18, 1996",3.2,.350,1.1,.478,.389,2.4,6.2,.669,0.8,1.2,104,6.7,5.0,.416,2.1,,10.0,.455,4.6,.732,3.9,2.9,75,14.1
381,/players/d/dortlu01.html,Luguentz Dort,2020,2022,G,Arizona State,6-3,215,"April 19, 1999",5.9,.333,2.0,.482,.395,4.5,11.4,.797,2.3,2.9,139,13.3,5.2,.307,1.6,,12.6,.405,5.1,.700,6.1,4.3,34,16.1
382,/players/d/dosunay01.html,Ayo Dosunmu,2022,2022,G,Illinois,6-5,200,"January 17, 2000",2.4,.369,0.9,.582,.516,3.5,6.8,.676,0.6,0.9,73,8.5,3.6,.345,1.2,,13.4,.470,6.3,.750,3.8,2.8,90,16.7
383,/players/d/dotsoda01.html,Damyean Dotson,2018,2022,G,"Oregon, Houston",6-5,210,"May 6, 1994",3.4,.345,1.2,.504,.417,2.8,6.8,.711,0.6,0.9,213,7.5,4.8,.380,1.8,,10.4,.464,4.8,.796,1.9,1.5,134,12.9
384,/players/d/dotsode01.html,Devon Dotson,2021,2022,G,Kansas,6-2,185,"August 2, 1999",0.7,.188,0.1,.534,.500,1.0,2.0,.556,0.2,0.4,22,2.4,3.2,.332,1.1,,10.5,.474,5.0,.808,4.8,3.9,66,14.9
385,/players/d/doubyqu01.html,Quincy Douby,2007,2009,G,Rutgers University,6-3,175,"May 16, 1984",1.5,.312,0.5,.448,.389,1.6,4.0,.884,0.5,0.6,143,4.1,6.8,.389,2.6,,14.1,.432,6.1,.820,3.6,2.9,95,17.8
386,/players/d/douglto01.html,Toney Douglas,2010,2017,G,"Auburn, Florida State",6-2,195,"March 16, 1986",3.2,.354,1.1,.486,.404,2.8,6.9,.824,1.0,1.2,394,7.6,4.9,.376,1.8,,12.9,.442,5.7,.802,4.4,3.6,130,16.8
387,/players/d/douglch01.html,Chris Douglas-Roberts,2009,2015,G,Memphis,6-7,200,"January 8, 1987",1.1,.329,0.4,.471,.439,2.6,5.9,.831,1.5,1.8,222,7.1,1.8,.372,0.7,,9.4,.540,5.1,.725,4.6,3.3,109,14.2
388,/players/d/doumbse01.html,Sekou Doumbouya,2020,2022,F,,6-8,230,"December 23, 2000",2.2,.256,0.6,.440,.388,2.1,5.5,.693,0.8,1.2,96,5.6,,,,,,,,,,,,
389,/players/d/dowdeza01.html,Zabian Dowdell,2011,2011,G,Virginia Tech,6-3,191,"September 10, 1984",0.4,.300,0.1,.420,.408,2.1,5.2,.941,0.7,0.7,24,5.0,4.7,.367,1.7,,11.9,.430,5.1,.745,3.6,2.7,122,14.6
390,/players/d/dowtije01.html,Jeff Dowtin,2022,2022,G,Rhode Island,6-3,185,"May 10, 1997",1.0,.111,0.1,.327,.308,0.9,2.9,1.000,0.2,0.2,9,2.1,2.7,.361,1.0,,9.1,.447,4.1,.715,2.7,1.9,128,11.0
391,/players/d/doylemi01.html,Milton Doyle,2018,2018,G,Loyola Chicago,6-4,185,"October 31, 1993",2.3,.174,0.4,.319,.277,1.3,4.7,.500,0.4,0.8,10,3.4,3.4,.344,1.2,,10.2,.438,4.4,.718,4.5,3.2,121,13.3
392,/players/d/doziepj01.html,PJ Dozier,2018,2022,G,South Carolina,6-6,205,"October 25, 1996",2.4,.319,0.8,.471,.407,2.5,6.0,.673,0.7,1.0,105,6.4,2.7,.277,0.7,,10.1,.398,4.0,.579,2.8,1.6,70,10.4
393,/players/d/dragigo01.html,Goran Dragić,2009,2022,G,,6-3,190,"May 6, 1986",3.4,.362,1.2,.517,.460,5.0,10.9,.767,2.5,3.2,888,13.7,,,,,,,,,,,,
394,/players/d/dragizo01.html,Zoran Dragić,2015,2015,G-F,,6-5,200,"June 22, 1989",0.9,.214,0.2,.417,.367,0.7,1.9,.600,0.2,0.3,16,1.8,,,,,,,,,,,,
395,/players/d/drewla02.html,Larry Drew II,2015,2018,G,"UNC, UCLA",6-2,180,"March 5, 1990",1.6,.200,0.3,.372,.329,1.2,3.7,.667,0.1,0.1,22,2.9,1.8,.343,0.6,,4.9,.412,2.0,.601,1.5,0.9,131,5.5
396,/players/d/drumman01.html,Andre Drummond,2013,2022,C,UConn,6-10,279,"August 10, 1993",0.2,.132,0.0,.540,.539,5.8,10.8,.472,2.2,4.6,714,13.9,0.1,.000,0.0,,8.6,.538,4.6,.295,2.6,0.8,34,10.0
397,/players/d/duartch01.html,Chris Duarte,2022,2022,G,Oregon,6-6,190,"June 13, 1997",4.6,.369,1.7,.507,.432,4.9,11.3,.804,1.6,2.0,55,13.1,5.3,.380,2.0,,11.2,.473,5.3,.803,2.9,2.3,54,14.9
398,/players/d/dudleja01.html,Jared Dudley,2008,2021,F-G,Boston College,6-6,237,"July 10, 1985",2.5,.393,1.0,.548,.463,2.7,5.7,.732,1.0,1.4,904,7.3,2.5,.365,0.9,,10.5,.504,5.3,.731,6.0,4.4,130,15.9
399,/players/d/duhonch01.html,Chris Duhon,2005,2013,G,Duke,6-1,185,"August 31, 1982",3.0,.363,1.1,.488,.393,2.2,5.7,.784,1.0,1.2,606,6.5,3.5,.321,1.1,,7.2,.418,3.0,.693,2.4,1.7,144,8.8
400,/players/d/dukandu01.html,Duje Dukan,2016,2016,F,Wisconsin,6-9,220,"December 4, 1991",5.0,.400,2.0,.300,.200,2.0,10.0,,0.0,0.0,1,6.0,1.4,.328,0.5,,2.6,.427,1.1,.656,0.7,0.4,97,3.1
401,/players/d/dukeda01.html,David Duke Jr.,2022,2022,G,Providence,6-5,205,"October 13, 1999",1.8,.243,0.4,.403,.361,1.9,5.1,.810,0.8,1.0,21,5.0,3.4,.377,1.3,,9.6,.394,3.8,.769,3.5,2.7,91,11.5
402,/players/d/dunlemi02.html,Mike Dunleavy,2003,2017,F-G,Duke,6-9,230,"September 15, 1980",3.5,.377,1.3,.514,.441,4.0,9.1,.803,1.9,2.4,986,11.2,4.6,.371,1.7,,10.1,.475,4.8,.698,2.7,1.9,104,13.2
403,/players/d/dunnkr01.html,Kris Dunn,2017,2022,G,Providence,6-3,205,"March 18, 1994",1.8,.300,0.5,.456,.423,3.3,7.9,.739,1.0,1.3,243,8.2,2.2,.354,0.8,,9.9,.450,4.5,.693,4.5,3.1,95,12.8
404,/players/d/duprero01.html,Ronald Dupree,2004,2011,F,LSU,6-7,209,"January 26, 1981",0.1,.385,0.0,.432,.427,1.4,3.2,.559,0.7,1.3,157,3.5,1.7,.300,0.5,,10.7,.483,5.2,.638,4.0,2.6,129,13.4
405,/players/d/duranke01.html,Kevin Durant,2008,2022,F-G,Texas,6-10,240,"September 29, 1988",4.9,.384,1.9,.547,.496,9.3,18.7,.884,6.7,7.6,935,27.2,5.8,.404,2.3,,18.5,.473,8.7,.816,7.3,6.0,35,25.8
406,/players/d/duvaltr01.html,Trevon Duval,2019,2019,G,Duke,6-2,189,"August 3, 1998",0.3,1.000,0.3,.833,.667,0.7,1.0,,0.0,0.0,3,1.7,2.9,.290,0.8,,9.4,.428,4.0,.596,2.4,1.4,37,10.3
407,/players/d/dysonje01.html,Jerome Dyson,2012,2012,G,UConn,6-3,180,"May 1, 1987",0.9,.125,0.1,.406,.396,2.1,5.3,.778,3.1,4.0,9,7.4,3.8,.318,1.2,,11.9,.390,4.6,.735,5.4,4.0,113,14.4
408,/players/e/earlycl01.html,Cleanthony Early,2015,2016,F,Wichita State,6-8,210,"April 17, 1991",1.8,.263,0.5,.398,.346,1.6,4.5,.750,0.7,0.9,56,4.3,4.3,.348,1.5,,10.5,.470,4.9,.819,4.6,3.7,75,15.1
409,/players/e/ebankde01.html,Devin Ebanks,2011,2013,F,West Virginia,6-9,215,"October 28, 1989",0.6,.222,0.1,.404,.385,1.3,3.4,.722,0.8,1.1,63,3.6,1.0,.114,0.1,,8.6,.463,4.0,.736,4.2,3.1,69,11.2
410,/players/e/ebind01.html,Ndudi Ebi,2004,2005,F,,6-9,200,"June 18, 1984",0.1,.000,0.0,.486,.486,0.9,1.8,.462,0.3,0.7,19,2.1,,,,,,,,,,,,
411,/players/e/echenja01.html,Jaime Echenique,2022,2022,C,"Trinity Valley CC, Wichita State",6-11,258,"April 27, 1997",0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,0.8,.308,0.3,,7.4,.516,3.8,.719,3.1,2.2,64,10.1
412,/players/e/eddieja01.html,Jarell Eddie,2016,2018,G-F,Virginia Tech,6-7,218,"October 30, 1991",1.9,.292,0.6,.413,.302,0.8,2.5,.941,0.5,0.5,34,2.6,4.3,.365,1.6,,8.1,.385,3.1,.812,2.2,1.8,123,9.6
413,/players/e/edwaran01.html,Anthony Edwards,2021,2022,G,Georgia,6-4,225,"August 5, 2001",7.8,.345,2.7,.506,.427,7.3,17.0,.779,3.0,3.8,141,20.2,7.7,.294,2.3,,15.8,.402,6.3,.772,5.3,4.1,32,19.1
414,/players/e/edwarca01.html,Carsen Edwards,2020,2021,G,Purdue,5-11,200,"March 12, 1998",2.1,.303,0.6,.457,.370,1.4,3.7,.758,0.4,0.5,69,3.7,7.1,.368,2.6,,14.2,.412,5.9,.817,4.2,3.4,108,17.8
415,/players/e/edwarco01.html,Corsley Edwards,2005,2005,F,Central Connecticut State University,6-9,275,"March 5, 1979",0.0,,0.0,.323,.323,1.0,3.1,.583,0.7,1.2,10,2.7,0.0,.000,0.0,,10.4,.509,5.3,.688,5.0,3.5,123,14.1
416,/players/e/edwarjo01.html,John Edwards,2005,2006,C,Kent State University,7-0,275,"July 31, 1981",0.0,,0.0,.447,.447,0.6,1.4,.600,0.2,0.4,65,1.5,0.0,,0.0,,4.6,.556,2.5,.653,1.9,1.2,128,6.3
417,/players/e/edwarke02.html,Kessler Edwards,2022,2022,F,Pepperdine,6-8,215,"August 9, 2000",2.8,.374,1.0,.513,.415,2.2,5.4,.813,0.3,0.4,44,5.8,4.1,.395,1.6,,9.8,.469,4.6,.789,3.0,2.4,92,13.3
418,/players/e/edwarro01.html,Rob Edwards,2022,2022,G,"Cleveland State University, Arizona State",6-5,205,"January 20, 1997",2.0,.250,0.5,.375,.250,0.5,2.0,,0.0,0.0,2,1.5,5.2,.369,1.9,,10.8,.386,4.2,.773,3.5,2.7,122,12.9
419,/players/e/edwarsh01.html,Shane Edwards,2014,2014,F,Little Rock,6-7,220,"May 31, 1987",0.0,,0.0,.333,.333,0.5,1.5,,0.0,0.0,2,1.0,1.5,.298,0.5,,6.9,.472,3.2,.642,3.2,2.1,62,9.0
420,/players/e/edwarvi01.html,Vince Edwards,2019,2019,F,Purdue,6-8,225,"April 5, 1996",2.0,.250,0.5,.375,.250,0.5,2.0,,0.0,0.0,2,1.5,3.2,.392,1.3,,9.0,.473,4.3,.820,2.5,2.1,138,11.9
421,/players/e/ellebcj01.html,CJ Elleby,2021,2022,F,Washington State,6-6,200,"June 16, 2000",1.8,.265,0.5,.436,.380,1.6,4.1,.720,0.8,1.1,84,4.4,5.4,.367,2.0,,13.8,.413,5.7,.749,4.2,3.2,64,16.6
422,/players/e/ellenhe01.html,Henry Ellenson,2017,2021,F,Marquette,6-10,240,"January 13, 1997",1.8,.336,0.6,.446,.371,1.5,3.9,.773,0.6,0.8,83,4.1,3.2,.288,0.9,,13.2,.446,5.9,.749,5.8,4.3,33,17.0
423,/players/e/ellinwa01.html,Wayne Ellington,2010,2022,G,UNC,6-4,207,"November 29, 1987",4.1,.383,1.6,.522,.410,2.9,7.1,.843,0.7,0.8,767,8.0,5.0,.397,2.0,,11.6,.463,5.4,.809,2.5,2.0,115,14.7
424,/players/e/ellismo01.html,Monta Ellis,2006,2017,G,,6-3,185,"October 26, 1985",2.8,.314,0.9,.480,.451,6.9,15.2,.772,3.2,4.2,833,17.8,,,,,,,,,,,,
425,/players/e/elsonfr01.html,Francisco Elson,2004,2012,C,California,7-0,235,"February 28, 1976",0.0,.188,0.0,.479,.478,1.5,3.2,.700,0.6,0.8,472,3.7,0.0,,0.0,,4.8,.477,2.3,.510,1.7,0.9,58,5.5
